name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating
street_fighter_ii_turbo,snes,1992.0,fighting,1.42,0.51,2.1,0.07,,,
world_of_warcraft_the_burning_crusade,pc,2007.0,role_playing,2.57,1.52,0.0,0.0,91.0,7.9,T
battlefield_1,ps4,2016.0,shooter,1.1,2.15,0.21,0.61,88.0,8.4,M
god_of_war_ii,ps2,2007.0,action,2.32,0.04,0.04,1.67,93.0,8.9,M
world_soccer_winning_eleven_9,ps2,2005.0,sports,0.12,2.26,0.9,0.77,89.0,8.2,E
fallout_new_vegas,x360,2010.0,role_playing,2.66,1.03,0.04,0.33,84.0,8.1,M
forza_motorsport_2,x360,2007.0,racing,2.35,1.27,0.03,0.41,90.0,8.3,E
carnival_games,wii,2007.0,misc,2.12,1.47,0.05,0.42,56.0,6.0,E
watch_dogs,ps4,2014.0,action,1.4,1.9,0.11,0.64,80.0,6.3,M
namco_museum_vol_3,ps,1996.0,misc,2.28,1.55,0.16,0.06,,,
tekken_tag_tournament,ps2,2000.0,fighting,1.68,1.51,0.51,0.35,85.0,8.5,T
far_cry_4,ps4,2014.0,shooter,1.13,2.18,0.1,0.63,85.0,7.7,M
star_fox_64,n64,1997.0,shooter,2.78,0.58,0.64,0.04,79.0,,E
golf,nes,1984.0,sports,1.22,0.28,2.46,0.04,,,
namco_museum_50th_anniversary,ps2,2005.0,misc,2.08,1.35,0.0,0.54,61.0,7.7,E10+
left_4_dead_2,x360,2009.0,shooter,2.67,0.87,0.05,0.38,89.0,8.6,M
the_witcher_3_wild_hunt,ps4,2015.0,role_playing,1.02,2.13,0.23,0.59,92.0,9.2,M
assassin_s_creed_unity,ps4,2014.0,action,1.19,2.07,0.08,0.62,70.0,4.9,M
batman_arkham_knight,ps4,2015.0,action,1.53,1.69,0.1,0.64,87.0,7.6,M
the_legend_of_zelda_skyward_sword,wii,2011.0,action,2.03,1.16,0.37,0.38,93.0,8.0,E10+
fallout_3,ps3,2008.0,role_playing,2.15,1.13,0.07,0.59,90.0,8.0,M
professor_layton_and_the_diabolical_box,ds,2007.0,puzzle,0.9,1.76,0.92,0.37,84.0,8.8,E10+
donkey_kong_land,gb,1994.0,platform,1.97,0.76,1.07,0.11,,,
ea_sports_active,wii,2009.0,sports,2.09,1.35,0.06,0.4,81.0,8.7,E
tony_hawk_s_underground,ps2,2003.0,sports,2.29,1.17,0.01,0.42,90.0,8.7,T
monster_hunter_4_ultimate,3ds,2014.0,role_playing,0.68,0.48,2.62,0.11,86.0,8.7,T
the_elder_scrolls_v_skyrim,pc,2011.0,role_playing,1.16,2.12,0.0,0.6,94.0,8.1,M
nba_2k16,ps4,2015.0,sports,2.49,0.66,0.03,0.69,87.0,6.7,E10+
tekken_5,ps2,2005.0,fighting,0.93,1.94,0.31,0.7,88.0,8.6,T
dragon_warrior_iii,nes,1988.0,role_playing,0.1,0.0,3.77,0.0,,,
motorstorm,ps3,2006.0,racing,1.53,1.6,0.06,0.67,84.0,7.4,T
nintendogs_cats,3ds,2011.0,simulation,1.44,1.41,0.73,0.27,58.5,6.2,T
world_soccer_winning_eleven_8_international,ps2,2004.0,sports,0.16,1.89,1.12,0.68,91.0,9.1,E
sports_champions,ps3,2010.0,sports,2.13,1.12,0.1,0.5,76.0,7.9,E10+
namco_museum_vol_1,ps,1995.0,misc,2.12,1.44,0.22,0.06,,,
the_legend_of_zelda_link_s_awakening,gb,1992.0,action,2.21,0.96,0.54,0.13,,,
call_of_duty_ghosts,ps4,2013.0,shooter,1.78,1.43,0.05,0.57,78.0,3.7,M
flash_focus_vision_training_in_minutes_a_day,ds,2007.0,misc,0.86,1.56,1.05,0.35,59.0,4.0,E
tom_clancy_s_the_division,ps4,2016.0,shooter,1.35,1.7,0.15,0.6,80.0,7.0,M
big_brain_academy_wii_degree,wii,2007.0,misc,1.05,1.91,0.41,0.42,68.0,6.9,E
resident_evil_director_s_cut,ps,1996.0,action,1.82,1.24,0.47,0.25,91.0,8.6,M
mario_luigi_bowser_s_inside_story,ds,2009.0,role_playing,2.23,0.47,0.81,0.26,72.5,7.8,T
lego_indiana_jones_the_original_adventures,x360,2008.0,action,2.4,1.01,0.0,0.36,77.0,7.5,E10+
the_sims_unleashed,pc,2002.0,simulation,2.03,1.56,0.0,0.17,79.0,8.0,T
ratchet_clank_size_matters,psp,2007.0,platform,1.4,1.39,0.1,0.86,61.0,6.8,E
harry_potter_and_the_sorcerer_s_stone,ps,2001.0,action,1.37,2.0,0.14,0.22,64.0,7.5,E
mario_sonic_at_the_london_2012_olympic_games,wii,2011.0,sports,1.12,1.87,0.27,0.45,71.83,6.5,E
resident_evil_3_nemesis,ps,1999.0,action,1.3,0.77,1.54,0.11,62.0,8.3,M
super_paper_mario,wii,2007.0,platform,1.95,0.86,0.59,0.31,85.0,7.9,E
spyro_year_of_the_dragon,ps,2000.0,platform,1.93,1.58,0.0,0.19,91.0,8.8,E
assassin_s_creed_iv_black_flag,ps3,2013.0,action,1.33,1.68,0.13,0.57,88.0,8.1,M
fifa_soccer_2005,ps2,2004.0,sports,0.58,2.48,0.04,0.59,81.0,7.6,E
pokémon_trading_card_game,gb,1998.0,strategy,1.49,0.73,1.38,0.1,88.0,8.7,E
friend_collection,ds,2009.0,misc,0.0,0.0,3.67,0.0,70.0,7.2,E
tony_hawk_s_pro_skater_4,ps2,2002.0,sports,2.13,1.18,0.01,0.35,94.0,8.5,T
star_wars_battlefront_2015,xone,2015.0,shooter,2.04,1.28,0.02,0.32,76.0,5.75,M
mysims,ds,2007.0,simulation,1.58,1.59,0.08,0.41,67.0,7.3,E
midnight_club_3_dub_edition,psp,2005.0,racing,1.65,1.21,0.0,0.79,74.0,8.4,E10+
banjo_kazooie,n64,1998.0,platform,1.87,1.13,0.55,0.1,77.0,8.2,E
socom_u_s_navy_seals,ps2,2002.0,shooter,2.53,0.81,0.06,0.24,82.0,7.9,M
jak_and_daxter_the_precursor_legacy,ps2,2001.0,platform,2.08,1.09,0.15,0.33,90.0,8.7,E
pokemon_snap,n64,1999.0,simulation,2.23,0.68,0.66,0.06,82.0,,E
pro_evolution_soccer_2008,ps2,2007.0,sports,0.05,0.0,0.64,2.93,82.0,7.9,E
resident_evil_4,ps2,2005.0,action,2.08,0.83,0.46,0.25,96.0,8.9,M
guitar_hero_world_tour,wii,2008.0,misc,2.32,0.96,0.0,0.34,86.0,7.6,T
fifa_soccer_10,ps3,2009.0,sports,0.6,2.45,0.05,0.52,91.0,7.6,E
star_wars_battlefront,ps2,2004.0,shooter,1.93,1.22,0.03,0.44,82.0,8.7,T
doom_ii_hell_on_earth,pc,1994.0,shooter,2.05,1.4,0.0,0.16,,,
the_simpsons_road_rage,ps2,2001.0,racing,2.02,1.17,0.0,0.42,64.0,7.7,T
luigi_s_mansion,gc,2001.0,action,2.38,0.67,0.46,0.1,78.0,8.5,E
battlefield_4,ps4,2013.0,shooter,1.35,1.55,0.17,0.51,85.0,6.9,M
star_wars_battlefront_ii,ps2,2005.0,shooter,2.18,1.02,0.03,0.37,84.0,9.0,T
just_dance_2014,wii,2013.0,misc,1.88,1.39,0.0,0.31,74.8,6.2,E10+
cooking_mama_2_dinner_with_friends,ds,2007.0,simulation,1.6,1.49,0.1,0.39,70.0,8.0,E
wwf_smackdown,ps,2000.0,fighting,2.01,1.35,0.06,0.16,69.75,8.2,T
croc_legend_of_the_gobbos,ps,1997.0,platform,1.57,1.79,0.0,0.2,,,
grand_theft_auto_liberty_city_stories,ps2,2006.0,action,1.56,1.4,0.07,0.5,78.0,7.8,M
the_getaway,ps2,2002.0,action,1.23,1.77,0.05,0.49,72.0,6.8,M
tomb_raider_iii_adventures_of_lara_croft,ps,1997.0,action,1.66,1.58,0.12,0.18,85.0,8.2,T
james_bond_007_agent_under_fire,ps2,2001.0,shooter,1.9,1.13,0.1,0.41,72.0,7.9,T
lego_star_wars_the_video_game,ps2,2005.0,action,1.98,1.14,0.01,0.41,68.0,7.8,M
rugrats_in_paris_the_movie,ps,2000.0,action,1.96,1.33,0.0,0.23,65.5,7.35,E
fifa_soccer_11,x360,2010.0,sports,0.71,2.39,0.02,0.4,88.0,7.5,E
spyro_2_ripto_s_rage,ps,1999.0,platform,2.14,1.21,0.01,0.17,,,
left_4_dead,x360,2008.0,shooter,2.66,0.49,0.05,0.3,89.0,7.9,M
donkey_kong_country_3_dixie_kong_s_double_trouble,snes,1996.0,platform,1.17,0.5,1.75,0.08,,,
assassin_s_creed_unity,xone,2014.0,action,2.27,0.9,0.0,0.33,72.0,4.1,M
kung_fu,nes,1985.0,action,1.64,0.38,1.42,0.06,,,
resident_evil_5,x360,2009.0,action,2.11,0.93,0.12,0.34,83.0,7.5,M
assassin_s_creed_brotherhood,x360,2010.0,action,2.85,0.38,0.03,0.24,89.0,8.3,M
fifa_soccer_2004,ps2,2003.0,sports,0.59,2.36,0.04,0.51,84.0,6.4,E
battlefield_4,ps3,2013.0,shooter,1.3,1.42,0.27,0.5,80.0,5.8,M
batman_arkham_asylum,x360,2009.0,action,2.2,0.95,0.02,0.31,92.0,8.7,T
battlefield_4,x360,2013.0,shooter,2.15,1.01,0.02,0.31,79.0,5.6,M
battlefield_bad_company_2,x360,2010.0,shooter,2.1,1.01,0.04,0.32,88.0,8.6,M
mario_sonic_at_the_olympic_winter_games,ds,2009.0,sports,1.21,1.62,0.27,0.37,75.0,7.43,E
guitar_hero_on_tour,ds,2008.0,misc,2.1,1.01,0.01,0.35,71.0,8.8,E10+
clubhouse_games,ds,2006.0,misc,0.59,1.79,0.73,0.34,83.0,8.4,E
monster_hunter_4,3ds,2013.0,role_playing,0.0,0.0,3.44,0.0,72.0,7.65,T
borderlands,x360,2009.0,shooter,2.4,0.71,0.03,0.29,84.0,8.2,M
tekken_4,ps2,2002.0,fighting,1.55,1.27,0.33,0.29,79.0,8.3,T
final_fantasy_iii,snes,1994.0,role_playing,0.86,0.0,2.55,0.02,77.0,8.0,E10+
grand_theft_auto_2,ps,1998.0,action,1.13,2.07,0.0,0.22,70.0,8.0,T
metal_gear_solid_v_the_phantom_pain,ps4,2015.0,action,1.09,1.36,0.49,0.48,93.0,8.2,M
spider_man_2,ps2,2004.0,action,1.75,1.2,0.02,0.43,80.0,8.9,T
f_1_race,gb,1990.0,racing,1.73,0.69,0.59,0.4,,,
fifa_soccer_2003,ps2,2002.0,sports,0.46,2.28,0.05,0.61,88.0,6.7,E
littlebigplanet_2,ps3,2011.0,platform,1.83,1.05,0.06,0.46,91.0,8.4,E
crash_bash,ps,2000.0,misc,1.56,1.47,0.19,0.17,68.0,8.2,E
assassin_s_creed_syndicate,ps4,2015.0,action,0.81,1.99,0.07,0.52,76.0,6.8,M
lego_batman_the_videogame,x360,2008.0,action,2.04,1.02,0.0,0.32,76.0,7.9,E10+
destiny,xone,2014.0,shooter,2.14,0.92,0.0,0.31,75.0,5.5,T
wwf_war_zone,ps,1998.0,fighting,2.47,0.76,0.0,0.13,88.5,8.55,T
the_legend_of_zelda_majora_s_mask,n64,2000.0,action,1.9,0.67,0.73,0.06,65.5,7.35,E
far_cry_3,ps3,2012.0,shooter,0.88,1.7,0.1,0.67,90.0,8.5,M
rugrats_search_for_reptar,ps,1998.0,adventure,1.63,1.53,0.0,0.18,,,
english_training_have_fun_improving_your_skills,ds,2006.0,misc,0.0,0.99,2.32,0.02,68.0,7.6,E
james_bond_007_nightfire,ps2,2002.0,shooter,1.45,1.29,0.12,0.46,77.0,8.5,T
ratchet_clank,ps2,2002.0,platform,1.44,1.01,0.57,0.3,64.0,7.6,E
monster_hunter_x,3ds,2015.0,action,0.27,0.21,2.79,0.05,74.0,7.1,M
star_wars_episode_iii_revenge_of_the_sith,ps2,2005.0,action,1.47,1.39,0.03,0.43,60.0,7.2,T
the_legend_of_zelda_spirit_tracks,ds,2009.0,action,1.4,0.91,0.74,0.26,87.0,7.8,E10+
max_payne,ps2,2001.0,shooter,1.99,1.05,0.05,0.22,80.0,8.5,M
assassin_s_creed_iv_black_flag,x360,2013.0,action,1.9,1.11,0.01,0.29,86.0,7.9,M
the_lord_of_the_rings_the_return_of_the_king,ps2,2003.0,action,1.5,1.28,0.05,0.46,85.0,8.7,T
yokai_watch_2_ganso_honke,3ds,2014.0,role_playing,0.09,0.0,3.18,0.01,72.5,7.35,M
gears_of_war_ultimate_edition,xone,2015.0,shooter,2.61,0.33,0.0,0.34,82.0,7.5,M
true_crime_streets_of_la,ps2,2003.0,action,1.89,1.05,0.02,0.31,77.0,8.0,M
professor_layton_and_the_unwound_future,ds,2008.0,puzzle,0.6,1.57,0.82,0.27,86.0,9.2,E10+
gran_turismo_psp,psp,2009.0,racing,0.5,1.58,0.31,0.87,70.0,7.0,E
fifa_16,xone,2015.0,sports,0.89,2.12,0.0,0.24,84.0,4.4,E
wii_music,wii,2008.0,misc,1.35,1.11,0.46,0.32,63.0,4.6,E
tekken,ps,1995.0,fighting,0.95,1.3,0.77,0.22,,,
madden_nfl_16,ps4,2015.0,sports,2.34,0.3,0.0,0.6,83.0,5.9,E
gran_turismo_6,ps3,2013.0,racing,0.72,1.67,0.4,0.44,81.0,7.7,E
halo_the_master_chief_collection,xone,2014.0,shooter,1.91,1.0,0.03,0.29,85.0,7.2,M
007_tomorrow_never_dies,ps,1999.0,shooter,1.72,1.33,0.0,0.16,,,
super_mario_maker,wiiu,2015.0,platform,1.18,0.89,0.94,0.2,88.0,8.7,E
wwf_smackdown_2_know_your_role,ps,2000.0,fighting,1.76,1.21,0.07,0.16,69.75,8.2,T
baseball,nes,1983.0,sports,0.73,0.1,2.35,0.02,,,
killer_instinct,snes,1995.0,fighting,2.26,0.72,0.12,0.1,,,
dragon_quest_vi_maboroshi_no_daichi,snes,1995.0,role_playing,0.0,0.0,3.19,0.0,81.5,8.5,E10+
god_of_war_chains_of_olympus,psp,2008.0,action,1.48,1.0,0.04,0.66,91.0,8.6,M
enter_the_matrix,ps2,2003.0,action,1.78,1.12,0.09,0.19,62.0,8.1,T
crisis_core_final_fantasy_vii,psp,2007.0,role_playing,1.35,0.59,0.8,0.43,83.0,8.0,T
dance_central,x360,2010.0,misc,2.15,0.76,0.01,0.26,82.0,7.6,T
l_a_noire,ps3,2011.0,adventure,1.27,1.29,0.12,0.49,89.0,7.7,M
ace_combat_04_shattered_skies,ps2,2001.0,simulation,2.06,0.56,0.38,0.17,89.0,9.1,E
animal_crossing,gc,2001.0,simulation,1.92,0.16,0.99,0.09,87.0,8.9,E
fifa_soccer_08,ps2,2007.0,sports,0.68,0.0,0.0,2.46,83.0,6.5,E
club_penguin_elite_penguin_force,ds,2008.0,adventure,1.87,0.97,0.0,0.3,58.5,8.0,E
spider_man,ps,2000.0,action,1.7,1.25,0.02,0.16,87.0,9.0,E
mario_party_9,wii,2012.0,misc,1.06,1.09,0.76,0.22,73.0,6.8,E
need_for_speed_iii_hot_pursuit,ps,1998.0,racing,2.14,0.86,0.0,0.13,88.0,,E
star_wars_episode_i_racer,n64,1999.0,racing,2.31,0.62,0.14,0.04,78.0,8.75,E
sonic_rush,ds,2005.0,platform,1.21,1.56,0.06,0.29,82.0,8.5,E
dragon_warrior_iv,nes,1990.0,role_playing,0.08,0.0,3.03,0.01,,,
rhythm_heaven,ds,2008.0,misc,0.55,0.5,1.93,0.13,83.0,9.0,E
fallout_new_vegas,ps3,2010.0,role_playing,1.52,1.03,0.1,0.46,82.0,7.8,M
personal_trainer_cooking,ds,2006.0,misc,0.9,1.0,1.03,0.17,81.0,7.8,E
the_elder_scrolls_iv_oblivion,ps3,2007.0,role_playing,1.69,0.85,0.14,0.43,93.0,8.0,M
the_legend_of_zelda_a_link_between_worlds,3ds,2013.0,action,1.4,1.01,0.46,0.23,91.0,8.9,E
resident_evil_6,ps3,2012.0,shooter,0.88,0.94,0.88,0.4,74.0,5.4,M
mass_effect_2,x360,2010.0,role_playing,1.99,0.81,0.03,0.27,96.0,8.9,M
dragon_ball_z_budokai,ps2,2002.0,fighting,2.17,0.28,0.55,0.08,67.0,7.9,T
madden_nfl_2002,ps2,2001.0,sports,2.5,0.16,0.01,0.42,94.0,7.9,E
world_class_track_meet,nes,1986.0,sports,1.92,0.45,0.64,0.07,,,
donkey_kong,gb,1994.0,platform,1.57,0.62,0.55,0.34,,,
the_sims_vacation,pc,2002.0,simulation,1.72,1.21,0.0,0.14,75.0,7.8,T
lego_batman_the_videogame,wii,2008.0,action,1.8,0.97,0.0,0.29,74.0,7.9,E10+
animal_crossing_happy_home_designer,3ds,2015.0,simulation,0.51,1.02,1.4,0.12,66.0,6.9,E
the_sims_4,pc,2014.0,simulation,1.0,1.82,0.0,0.23,70.0,3.9,T
borderlands_2,x360,2012.0,shooter,1.89,0.88,0.04,0.25,89.0,8.2,M
lego_batman_the_videogame,ds,2008.0,action,1.75,1.01,0.0,0.29,72.0,8.0,E10+
kung_fu_panda,x360,2008.0,action,1.91,0.84,0.0,0.29,75.0,7.4,E10+
mass_effect_3,x360,2012.0,role_playing,1.94,0.84,0.03,0.24,93.0,5.8,M
heavy_rain,ps3,2010.0,adventure,1.29,1.21,0.06,0.47,87.0,7.7,M
rayman,ps,1995.0,platform,1.54,1.33,0.0,0.16,,,
saints_row_2,x360,2008.0,action,1.94,0.79,0.02,0.28,81.0,8.1,M
tom_clancy_s_splinter_cell,xb,2002.0,action,1.85,1.04,0.0,0.13,93.0,8.5,T
mike_tyson_s_punch_out,nes,1987.0,fighting,2.03,0.47,0.45,0.07,,,
wwe_smackdown_shut_your_mouth,ps2,2002.0,sports,1.45,1.13,0.07,0.38,76.0,8.0,E
fifa_14,ps4,2013.0,sports,0.61,1.85,0.11,0.44,87.0,6.3,E
killzone_2,ps3,2009.0,shooter,1.4,1.06,0.08,0.47,91.0,8.1,M
far_cry_3,x360,2012.0,shooter,1.38,1.32,0.02,0.28,91.0,8.6,M
epic_mickey,wii,2010.0,platform,2.04,0.63,0.12,0.22,73.0,7.0,E
nba_2k13,x360,2012.0,sports,2.6,0.2,0.01,0.19,88.0,7.2,E
dragon_ball_z_budokai_tenkaichi_3,ps2,2007.0,fighting,1.15,0.0,0.76,1.09,73.0,9.2,T
wwe_smackdown_vs_raw_2006,ps2,2005.0,fighting,1.57,1.02,0.0,0.41,81.0,8.5,T
star_fox,snes,1993.0,shooter,1.61,0.51,0.8,0.07,,,
the_sims_livin_large,pc,2000.0,misc,1.67,1.18,0.0,0.13,82.0,6.6,T
world_soccer_winning_eleven_6_international,ps2,2002.0,sports,0.12,1.26,1.16,0.45,93.0,9.1,E
devil_may_cry,ps2,2001.0,action,1.36,0.86,0.64,0.13,94.0,8.5,M
star_wars_the_old_republic,pc,2011.0,role_playing,1.58,1.01,0.0,0.38,85.0,5.9,T
middle_earth_shadow_of_mordor,ps4,2014.0,action,1.01,1.43,0.05,0.47,84.0,8.1,M
sonic_heroes,ps2,2003.0,platform,1.04,1.37,0.06,0.49,64.0,7.8,E
hitman_2_silent_assassin,ps2,2002.0,action,1.36,1.15,0.04,0.41,85.0,7.8,M
titanfall,xone,2014.0,shooter,1.84,0.8,0.04,0.27,86.0,6.4,M
battlefield_bad_company_2,ps3,2010.0,shooter,1.33,1.1,0.08,0.44,88.0,8.5,M
wave_race_64,n64,1996.0,racing,1.98,0.58,0.34,0.04,,,
socom_ii_u_s_navy_seals,ps2,2003.0,shooter,2.22,0.51,0.06,0.15,87.0,9.0,M
wwe_smackdown_vs_raw_2006,ps2,2005.0,fighting,1.45,1.11,0.04,0.33,81.0,8.5,T
pac_man_collection,gba,2001.0,puzzle,2.07,0.77,0.05,0.05,79.0,7.8,E
street_fighter_iv,x360,2009.0,fighting,1.82,0.7,0.15,0.26,93.0,7.3,T
infamous,ps3,2009.0,action,1.76,0.68,0.12,0.37,85.0,8.3,T
kirby_super_star_ultra,ds,2008.0,platform,1.55,0.04,1.19,0.15,76.0,8.8,E
call_of_duty_ghosts,xone,2013.0,shooter,1.88,0.77,0.0,0.27,78.0,4.3,M
fifa_15,x360,2014.0,sports,0.79,1.92,0.0,0.21,82.0,4.2,E
super_mario_world_2_yoshi_s_island,gba,2002.0,platform,1.75,0.45,0.62,0.09,64.0,7.6,E
mass_effect,x360,2007.0,role_playing,1.83,0.79,0.03,0.27,91.0,8.7,M
sonic_mega_collection_plus,ps2,2004.0,misc,1.54,1.14,0.0,0.22,73.0,8.6,E
world_soccer_winning_eleven_7_international,ps2,2003.0,sports,0.08,1.24,1.13,0.45,93.0,9.0,E
sega_superstars_tennis,x360,2008.0,sports,1.75,0.86,0.0,0.28,67.0,6.8,E10+
hot_shots_golf_3,ps2,2001.0,sports,0.99,0.32,1.38,0.2,85.0,8.9,E
cooking_mama_cook_off,wii,2007.0,simulation,1.41,1.12,0.05,0.3,61.0,5.3,E
call_of_duty_finest_hour,ps2,2004.0,shooter,1.51,1.12,0.01,0.24,76.0,7.7,T
warioware_smooth_moves,wii,2006.0,puzzle,0.86,1.04,0.73,0.26,83.0,7.4,E10+
syphon_filter,ps,1999.0,shooter,2.03,0.72,0.02,0.11,,,
imagine_babyz,ds,2007.0,simulation,1.3,1.26,0.0,0.31,67.0,7.7,E
colin_mcrae_rally,ps,1998.0,racing,0.09,2.43,0.12,0.22,88.0,,
madden_nfl_13,x360,2012.0,sports,2.53,0.15,0.0,0.17,81.0,5.8,E
the_elder_scrolls_iii_morrowind,xb,2002.0,role_playing,2.09,0.63,0.03,0.11,87.0,8.7,T
assassin_s_creed_iv_black_flag,ps4,2013.0,action,1.07,1.31,0.06,0.42,83.0,7.8,M
command_conquer_red_alert,pc,1996.0,strategy,1.37,1.34,0.0,0.14,,,
f_zero,snes,1990.0,racing,1.37,0.51,0.89,0.07,,,
yoshi_s_story,n64,1997.0,platform,1.29,0.53,0.98,0.05,,,
mortal_kombat,ps3,2011.0,fighting,1.98,0.53,0.0,0.34,84.0,8.4,M
madden_nfl_10,x360,2009.0,sports,2.52,0.09,0.0,0.22,85.0,6.1,E
wwe_smackdown_vs_raw,ps2,2002.0,fighting,1.32,1.08,0.04,0.39,67.0,7.85,T
bioshock,x360,2007.0,shooter,1.65,0.85,0.05,0.28,96.0,8.9,M
metroid_prime,gc,2002.0,shooter,1.96,0.67,0.1,0.09,97.0,9.3,T
assassin_s_creed_brotherhood,ps3,2010.0,action,1.87,0.55,0.11,0.29,90.0,8.2,M
finding_nemo,gba,2003.0,action,1.59,1.05,0.04,0.14,62.5,7.0,E
zumba_fitness_2,wii,2011.0,sports,1.51,1.03,0.0,0.27,71.83,6.5,T
myst,pc,1994.0,adventure,0.02,2.79,0.0,0.0,56.0,4.15,E
medal_of_honor,ps3,2010.0,shooter,1.28,1.04,0.07,0.42,75.0,7.5,M
need_for_speed_most_wanted,ps3,2012.0,racing,0.71,1.46,0.06,0.58,75.83,8.34,T
imagine_fashion_designer,ds,2007.0,simulation,1.32,1.19,0.0,0.3,67.0,7.6,E
wwe_smackdown_here_comes_the_pain,ps2,2003.0,fighting,1.32,1.06,0.04,0.38,71.5,8.5,T
hot_shots_golf,ps,1997.0,sports,0.29,0.2,2.13,0.18,,,
a_bug_s_life,ps,1998.0,platform,1.96,0.72,0.0,0.11,82.5,8.55,E
wwf_smackdown_just_bring_it,ps2,2001.0,fighting,1.19,1.15,0.04,0.41,81.0,8.3,T
infamous_second_son,ps4,2014.0,action,1.28,0.98,0.07,0.46,80.0,7.9,T
dragon_quest_v_tenkuu_no_hanayome,snes,1992.0,role_playing,0.0,0.0,2.78,0.01,,,
mortal_kombat_trilogy,ps,1996.0,fighting,1.98,0.7,0.0,0.11,,,
monster_hunter_tri,3ds,2011.0,role_playing,0.46,0.29,1.96,0.07,84.0,8.6,T
nba_street,ps2,2001.0,sports,2.19,0.22,0.0,0.38,89.0,8.6,E
jak_ii,ps2,2003.0,platform,1.68,0.74,0.0,0.36,87.0,8.2,T
ratchet_clank_going_commando,ps2,2003.0,platform,1.44,0.83,0.26,0.25,69.0,7.85,E
need_for_speed_hot_pursuit,ps3,2010.0,racing,1.05,1.23,0.03,0.47,89.0,7.2,E10+
skylanders_spyro_s_adventure,wii,2011.0,action,1.35,1.13,0.0,0.3,81.0,5.6,E10+
battlefield_3,pc,2011.0,shooter,0.89,1.43,0.0,0.46,89.0,7.5,M
mortal_kombat_x,ps4,2015.0,fighting,1.5,0.8,0.0,0.48,83.0,7.7,M
the_sims,ps2,2003.0,simulation,1.41,1.12,0.0,0.24,83.0,7.7,T
killzone_3,ps3,2011.0,shooter,1.45,0.86,0.09,0.38,84.0,7.9,M
star_wars_the_force_unleashed,x360,2008.0,action,1.74,0.77,0.0,0.26,73.0,6.7,T
minecraft,xone,2014.0,misc,1.61,0.9,0.0,0.25,73.5,7.5,E10+
yoshi_s_island_ds,ds,2006.0,platform,1.45,0.07,1.1,0.15,81.0,7.4,E
saints_row_the_third,x360,2011.0,action,1.25,1.14,0.07,0.3,84.0,7.6,M
missile_command,2600,1980.0,shooter,2.56,0.17,0.0,0.03,,,
mario_paint,snes,1992.0,misc,1.43,0.54,0.71,0.07,,,
tekken_6,ps3,2009.0,fighting,1.2,0.97,0.17,0.42,79.0,7.4,T
pokémon_stadium_2,n64,2000.0,strategy,1.02,0.36,1.13,0.23,73.5,8.55,T
metroid,nes,1986.0,action,1.33,0.31,1.04,0.05,,,
sonic_and_the_secret_rings,wii,2007.0,platform,1.21,1.19,0.04,0.29,69.0,6.6,E
fifa_16,ps3,2015.0,sports,0.41,1.84,0.05,0.4,82.33,3.2,E
the_legend_of_zelda_a_link_to_the_past,gba,2002.0,action,1.75,0.52,0.33,0.1,95.0,9.1,E
onimusha_warlords,ps2,2001.0,action,0.99,0.48,1.09,0.14,86.0,8.2,M
mario_party,n64,1998.0,misc,1.25,0.53,0.87,0.05,,,
l_a_noire,x360,2011.0,adventure,1.52,0.92,0.02,0.24,89.0,7.8,M
call_of_duty_3,x360,2006.0,shooter,1.49,0.92,0.02,0.27,82.0,6.5,T
madden_nfl_12,x360,2011.0,sports,2.42,0.11,0.0,0.16,78.0,5.9,E
lego_star_wars_ii_the_original_trilogy,ps2,2006.0,action,1.85,0.64,0.01,0.19,84.0,9.0,E10+
killzone_shadow_fall,ps4,2013.0,shooter,0.89,1.33,0.08,0.39,73.0,6.8,M
madden_nfl_11,x360,2010.0,sports,2.38,0.12,0.0,0.18,84.0,5.7,E
burnout_3_takedown,ps2,2004.0,racing,1.23,1.11,0.0,0.34,93.0,9.1,T
yokai_watch_2_shinuchi,3ds,2014.0,role_playing,0.0,0.0,2.68,0.0,72.5,7.35,M
mortal_kombat,gen,1992.0,fighting,1.95,0.63,0.0,0.09,85.0,8.17,M
mario_vs_donkey_kong_mini_land_mayhem,ds,2010.0,puzzle,1.63,0.51,0.35,0.18,79.0,7.7,E
professor_layton_and_the_last_specter,ds,2009.0,puzzle,0.28,1.39,0.68,0.32,83.0,8.7,E10+
call_of_duty_2_big_red_one,ps2,2005.0,shooter,1.48,0.92,0.01,0.26,77.0,8.2,T
medal_of_honor,ps,1998.0,shooter,1.44,1.09,0.0,0.14,92.0,8.6,T
fable,xb,2004.0,role_playing,1.99,0.58,0.0,0.09,85.0,8.5,M
guitar_hero_world_tour,x360,2008.0,misc,1.78,0.63,0.0,0.25,85.0,6.3,T
fifa_17,xone,2016.0,sports,0.43,2.05,0.0,0.17,84.0,5.5,E
hannah_montana,ds,2006.0,action,1.59,0.8,0.0,0.26,61.0,6.7,E
tom_clancy_s_splinter_cell,ps2,2003.0,action,1.15,1.11,0.0,0.4,89.0,7.7,T
super_mario_bros_the_lost_levels,nes,1986.0,platform,0.0,0.0,2.65,0.0,,,
need_for_speed_shift,ps3,2009.0,racing,0.69,1.4,0.04,0.52,84.0,6.9,E
